"Opelousas, LA",LA,185167.0
"Ashtabula, OH",OH,184946.0
"Flint, MI",MI,183600.0
"Marshall, MO",MO,182317.0
"Davenport, IA",IL,181967.0
"Huntington, IN",IN,181567.0
"Jamestown, NY",NY,180850.0
"St. Joseph, MO",MO,180833.0
"Alma, MI",MI,180300.0
"Plainview, TX",TX,180047.0
"Kirksville, MO",MO,179900.0
"Norwalk, OH",OH,179817.0
"Iron Mountain, MI",MI,179750.0
"Van Wert, OH",OH,179533.0
"Martinsville, VA",VA,179467.0
"Corning, NY",NY,178850.0
"Huntington, WV",OH,178717.0
"Fairfield, IA",IA,177383.0
"McComb, MS",MS,176667.0
"Poplar Bluff, MO",MO,176617.0
"Tiffin, OH",OH,176467.0
"Central City, KY",KY,176317.0
"Elk City, OK",OK,176300.0
"Houghton, MI",MI,176233.0
"Binghamton, NY",NY,176117.0
"Lock Haven, PA",PA,175966.0
"Lamesa, TX",TX,175667.0
"Cambridge, OH",OH,175483.0
"Hannibal, MO",MO,174983.0
"Batesville, AR",AR,174583.0
"Salina, KS",KS,174417.0
"Lawton, OK",OK,173133.0
"Wabash, IN",IN,173083.0
"Connersville, IN",IN,172417.0
"Laurinburg, NC",NC,172300.0
"Vicksburg, MS",MS,171900.0
"Bay City, MI",MI,171600.0
"New Castle, IN",IN,171533.0
"Altoona, PA",PA,170250.0
"Oskaloosa, IA",IA,169800.0
"Moberly, MO",MO,169650.0
"Clarksburg, WV",WV,169450.0
"Quincy, IL",IL,169383.0
"Kokomo, IN",IN,168250.0
"Mansfield, OH",OH,167917.0
"Ogdensburg, NY",NY,167667.0
"Terre Haute, IN",IN,167633.0
"Ottawa, IL",IL,167617.0
"El Dorado, AR",AR,167283.0
"Dumas, TX",TX,166617.0
"Rockingham, NC",NC,165967.0
"Camden, AR",AR,165133.0
"Marion, OH",OH,164950.0
"Logansport, IN",IN,164950.0
"Clinton, IA",IA,164617.0
"Charleston, WV",WV,164483.0
"Fort Dodge, IA",IA,164267.0
"Springfield, IL",IL,163117.0
"Minden, LA",LA,161283.0
"Vincennes, IN",IN,160450.0
"Salem, OH",OH,160333.0
"Youngstown, OH",OH,159950.0
"Marshalltown, IA",IA,159950.0
"Wheeling, WV",OH,159300.0
"Indiana, PA",PA,158367.0
"Bluefield, WV",VA,157567.0
"Ponca City, OK",OK,157167.0
"Fitzgerald, GA",GA,156800.0
"Portsmouth, OH",OH,156633.0
"West Point, MS",MS,156617.0
"Pittsburg, KS",KS,156583.0
"Ottumwa, IA",IA,156450.0
"Atchison, KS",KS,156450.0
"Union, SC",SC,156283.0
"Sweetwater, TX",TX,156133.0
"DuBois, PA",PA,156100.0
"Mount Vernon, IL",IL,155667.0
"Grenada, MS",MS,155433.0
"Mexico, MO",MO,153900.0
"Macon, GA",GA,153333.0
"Charleston, IL",IL,153300.0
"Borger, TX",TX,153300.0
"Richmond, IN",IN,153283.0
"Peoria, IL",IL,152167.0
"Saginaw, MI",MI,152000.0
"Elmira, NY",NY,152000.0
"Big Stone Gap, VA",VA,151283.0
"Warren, PA",PA,149117.0
"Sikeston, MO",MO,148817.0
"Oil City, PA",PA,148250.0
"Bucyrus, OH",OH,147833.0
"Peru, IN",IN,147433.0
"Olean, NY",NY,147383.0
"Carbondale, IL",IL,147267.0
"Zapata, TX",TX,147250.0
"Muncie, IN",IN,146617.0
"Greenwood, MS",MS,145600.0
"Burlington, IA",IA,144900.0
"Middlesborough, KY",KY,144167.0
"Fort Madison, IA",IA,143717.0
"Great Bend, KS",KS,143200.0
"Snyder, TX",TX,141330.0
"Woodward, OK",OK,141083.0
"Roanoke Rapids, NC",NC,139867.0
"Blytheville, AR",AR,138717.0
"Pampa, TX",TX,138283.0
"Pontiac, IL",IL,137733.0
"Decatur, IL",IL,137299.0
"Hutchinson, KS",KS,136633.0
"Sterling, IL",IL,135767.0
"Bradford, PA",PA,135450.0
"New Castle, PA",PA,135083.0
"Pine Bluff, AR",AR,135000.0
"Jacksonville, IL",IL,132783.0
"Weirton, WV",OH,131750.0
"Hope, AR",AR,131058.0
"Taylorville, IL",IL,129267.0
"Freeport, IL",IL,126650.0
"Sunbury, PA",PA,126467.0
"Kennett, MO",MO,126333.0
"Forrest City, AR",AR,125400.0
"Centralia, IL",IL,124633.0
"Bennettsville, SC",SC,123067.0
"Pottsville, PA",PA,122617.0
"Winfield, KS",KS,121600.0
"Lincoln, IL",IL,121217.0
"Marion, IN",IN,119633.0
"Greenville, MS",MS,117917.0
"Indianola, MS",MS,117483.0
"Galesburg, IL",IL,117467.0
"Coffeyville, KS",KS,117083.0
"St. Marys, PA",PA,115629.0
"Hereford, TX",TX,115000.0
"Mount Gay, WV",WV,109917.0
"Danville, IL",IL,109100.0
"Vernon, TX",TX,101333.0
"Helena, AR",AR,100117.0
"Johnstown, PA",PA,97467.0
"Parsons, KS",KS,90233.0
"Selma, AL",AL,85417.0
"Macomb, IL",IL,80967.0
"Clewiston, FL",FL,68333.0
